societe|client_fac|client_liv|num_expedition|num_cde|nom_fichier|date
|20396|20396|80273967||BL_20396_20396_80273967_20250905_162257.pdf|
|20396|20396|80274819||BL_20396_20396_80274819_20250912_153235.pdf|
|20396|20396|80277286||BL_20396_20396_80277286_20250929_165849.pdf|
|20396|20396|80280449||BL_20396_20396_80280449_20251020_163730.pdf|
|20396|20396|80280636||BL_20396_20396_80280636_20251021_154820.pdf|
|20400|20400|80269997||BL_20400_20400_80269997_20250722_170441.pdf|
|20400|20400|80276834||BL_20400_20400_80276834_20250929_170429.pdf|
|20400|20400|80282905||BL_20400_20400_80282905_20251105_154932.pdf|
|20401|20401|80274863||BL_20401_20401_80274863_20250915_170519.pdf|
|20401|20401|80277054||BL_20401_20401_80277054_20250929_165221.pdf|
|20401|20401|80280331||BL_20401_20401_80280331_20251020_163353.pdf|
|20401|20401|80282179||BL_20401_20401_80282179_20251030_174755.pdf|
|20401|20401|80282347||BL_20401_20401_80282347_20251031_144717.pdf|
|20402|20402|80269520||BL_20402_20402_80269520_20250717_155802.pdf|
|20402|20402|80273671||BL_20402_20402_80273671_20250905_160833.pdf|
|20402|20402|80278088||BL_20402_20402_80278088_20251006_161138.pdf|
|20402|20402|80278549||BL_20402_20402_80278549_20251009_161742.pdf|
|20402|20402|80278776||BL_20402_20402_80278776_20251010_161620.pdf|
|20404|20404|80271039||BL_20404_20404_80271039_20250729_160644.pdf|
|20404|20404|80271146||BL_20404_20404_80271146_20250730_153130.pdf|
|20404|20404|80277909||BL_20404_20404_80277909_20251003_162129.pdf|
|20404|20404|80281313||BL_20404_20404_80281313_20251023_165425.pdf|
|20404|20404|80281356||BL_20404_20404_80281356_20251027_164637.pdf|
|20405|20405|80269429||BL_20405_20405_80269429_20250717_155023.pdf|
|20405|20405|80277954||BL_20405_20405_80277954_20251003_162435.pdf|
|20405|20405|80280677||BL_20405_20405_80280677_20251021_163413.pdf|
|20405|20405|80282081||BL_20405_20405_80282081_20251030_164718.pdf|
|20409|20409|80283380||BL_20409_20409_80283380_20251112_154905.pdf|
|20411|20411|80270402||BL_20411_20411_80270402_20250724_164641.pdf|
|20411|20411|80270434||BL_20411_20411_80270434_20250724_164734.pdf|
|20411|20411|80271229||BL_20411_20411_80271229_20250730_153423.pdf|
|20411|20411|80272641||BL_20411_20411_80272641_20250826_153421.pdf|
|20411|20411|80272752||BL_20411_20411_80272752_20250827_150322.pdf|
|20411|20411|80274702||BL_20411_20411_80274702_20250912_160136.pdf|
|20411|20411|80277008||BL_20411_20411_80277008_20250929_165121.pdf|
|20411|20411|80279304||BL_20411_20411_80279304_20251014_165639.pdf|
|20411|20411|80280301||BL_20411_20411_80280301_20251020_163314.pdf|
|20411|20411|80280662||BL_20411_20411_80280662_20251021_163442.pdf|
|20411|20411|80283592||BL_20411_20411_80283592_20251113_155454.pdf|
